issuer_justetf,isin,name_justetf,category,note,justetf_url
JPMorgan,IE000K4JG8P9,JPMorgan US Hedged Equity Laddered Overlay Active UCITS ETF USD (dist),candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000K4JG8P9
JPMorgan,IE000LHP8TA1,JPMorgan Global Aggregate Bond Active UCITS ETF USD (dist),candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000LHP8TA1
JPMorgan,IE000QC2YB58,JPMorgan Global ex US Research Enhanced Index Equity Active UCITS ETF USD (dist),candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000QC2YB58
JPMorgan,IE000R88UVN6,JPMorgan USD High Yield Bond Active UCITS ETF USD (dist),candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000R88UVN6
JPMorgan,IE000T4LTZ00,JPMorgan All Country Research Enhanced Index Equity Active UCITS ETF EUR (acc),candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000T4LTZ00
JPMorgan,IE000WAKWCV7,JPMorgan EUR IG Corporate Bond Active UCITS ETF EUR (dist),candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000WAKWCV7
JPMorgan,IE000WGK3YY5,JPMorgan Europe Research Enhanced Index Equity Active UCITS ETF EUR (dist),candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000WGK3YY5
JPMorgan,IE000YSJPNV8,JPMorgan EUR High Yield Bond Active UCITS ETF EUR (dist),candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000YSJPNV8
JPMorgan,IE00BJ06C044,JPMorgan US Research Enhanced Index Equity Active UCITS ETF USD (dist),candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE00BJ06C044
JPMorgan,LU3215538003,BNP Paribas Easy JPM Global Government Bond IG UCITS ETF Acc,provider_attribution_mismatch,"JustETF places it in the JPMorgan table, but the product is branded BNP Paribas Easy.",https://www.justetf.com/en/etf-profile.html?isin=LU3215538003
SPDR,IE00020O1MD6,comdirect S&P All World State Street UCITS ETF USD Unhedged (Acc),candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE00020O1MD6
UBS,IE000QVOGR82,UBS USD Overnight Rate SF UCITS ETF USD acc,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000QVOGR82
UBS,XS2651539681,UBS European Physical Carbon ETC,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=XS2651539681
Vanguard,IE000128BSS1,Vanguard U.S. Treasury 3-7 Year Bond UCITS ETF USD Dist,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000128BSS1
Vanguard,IE000650M1V4,Vanguard Russell U.S. Mid-Cap UCITS ETF USD Acc,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000650M1V4
Vanguard,IE000CVUM3N6,Vanguard FTSE Global All-Cap UCITS ETF USD Dist,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000CVUM3N6
Vanguard,IE000F8RXD33,Vanguard FTSE Global Small-Cap UCITS ETF USD Dist,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000F8RXD33
Vanguard,IE000G1H7OC0,Vanguard FTSE All-World Ex-U.S. UCITS ETF USD Dist,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000G1H7OC0
Vanguard,IE000GU6MFI0,Vanguard U.S. Treasury 1-3 Year Bond UCITS ETF USD Dist,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000GU6MFI0
Vanguard,IE000K7PC2G4,Vanguard FTSE Developed Europe Small-Cap UCITS ETF EUR Dist,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000K7PC2G4
Vanguard,IE000U882CN5,Vanguard U.S. Treasury 7-10 Year Bond UCITS ETF USD Dist,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000U882CN5
Vanguard,IE000VH3JSL8,Vanguard FTSE Eurozone UCITS ETF EUR Dist,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000VH3JSL8
Vanguard,IE00B42WWV65,Vanguard U.K. Gilt UCITS ETF (GBP) Distributing,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE00B42WWV65
Vanguard,IE00BFMXYP42,Vanguard FTSE 100 UCITS ETF (GBP) Accumulating,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE00BFMXYP42
Vanguard,IE00BG143G97,Vanguard Germany All Cap UCITS ETF (EUR) Distributing,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE00BG143G97
Vanguard,IE00BG47KB92,Vanguard Global Aggregate Bond UCITS ETF EUR Hedged Distributing,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE00BG47KB92
Vanguard,IE00BH04GW44,Vanguard UK Gilt UCITS ETF Accumulating,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE00BH04GW44
Vanguard,IE00BK5BQZ41,Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF (USD) Accumulating,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE00BK5BQZ41
Vanguard,IE00BKX55Q28,Vanguard FTSE 250 UCITS ETF Distributing,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE00BKX55Q28
Vanguard,IE00BKX55R35,Vanguard FTSE North America UCITS ETF (USD) Distributing,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE00BKX55R35
Vanguard,IE00BKX55S42,Vanguard FTSE Developed Europe ex UK UCITS ETF (EUR) Distributing,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE00BKX55S42
Vanguard,IE00BMX0B524,Vanguard U.K. Gilt UCITS ETF EUR Hedged Accumulating,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE00BMX0B524
Xtrackers,IE0004ZJGWT9,Xtrackers MSCI Europe ESG UCITS ETF 1D,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE0004ZJGWT9
Xtrackers,IE000DT6MI20,Xtrackers Global High Yield Corporate Bond UCITS ETF 1C,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000DT6MI20
Xtrackers,IE000EVOVOG1,Xtrackers MSCI USA Positioning Screened UCITS ETF 1D,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000EVOVOG1
Xtrackers,IE000GWA2J58,Xtrackers MSCI Emerging Markets UCITS ETF 1D,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000GWA2J58
Xtrackers,IE000ISS8DB2,Xtrackers MSCI World Small Cap UCITS ETF 1D,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000ISS8DB2
Xtrackers,IE000LRDPD24,Xtrackers Global Corporate Bond UCITS ETF 1C,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000LRDPD24
Xtrackers,IE000ME8PWJ4,Xtrackers MSCI World Utilities UCITS ETF 1D,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000ME8PWJ4
Xtrackers,IE000UMV0L21,Xtrackers MSCI USA ESG UCITS ETF 1D,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000UMV0L21
Xtrackers,IE000UP2BIZ9,Xtrackers S&P 500 UCITS ETF 4D,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000UP2BIZ9
Xtrackers,IE000VCTBRW6,Xtrackers MSCI World Industrials UCITS ETF 1D,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000VCTBRW6
Xtrackers,IE000Z0FC0G5,Xtrackers MSCI World ex USA UCITS ETF 1D,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE000Z0FC0G5
Xtrackers,IE00BFMKQ930,Xtrackers USD Corporate Bond Short Duration SRI PAB UCITS ETF 2C - EUR Hedged,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE00BFMKQ930
Xtrackers,IE00BG04LZ52,Xtrackers MSCI USA UCITS ETF 3C CHF Hedged,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE00BG04LZ52
Xtrackers,IE00BGJWX091,Xtrackers S&P 500 UCITS ETF 1D - EUR Hedged,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE00BGJWX091
Xtrackers,IE00BM67HX07,Xtrackers S&P 500 UCITS ETF 2C - GBP Hedged,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE00BM67HX07
Xtrackers,IE00BPVLQF37,Xtrackers MSCI Japan Screened UCITS ETF 2D - GBP Hedged,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=IE00BPVLQF37
Xtrackers,LU0460391732,Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 2C,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=LU0460391732
Xtrackers,LU0659579063,Xtrackers ATX UCITS ETF 1C,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=LU0659579063
Xtrackers,LU0659579147,Xtrackers MSCI Pakistan Swap UCITS ETF 1C,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=LU0659579147
Xtrackers,LU0943504760,Xtrackers Swiss Large Cap UCITS ETF 1C,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=LU0943504760
Xtrackers,LU0962071741,Xtrackers iBoxx Sovereigns Eurozone Yield Plus UCITS ETF 1D,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=LU0962071741
Xtrackers,LU1349386927,Xtrackers DAX UCITS ETF 1D,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=LU1349386927
Xtrackers,LU2263803533,Xtrackers MSCI World Swap UCITS ETF 1D,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=LU2263803533
Xtrackers,LU2296661775,Xtrackers MSCI EM Asia Screened Swap UCITS ETF 1D,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=LU2296661775
Xtrackers,LU2675291913,Xtrackers MSCI Emerging Markets Swap UCITS ETF 1D,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=LU2675291913
Xtrackers,LU2755521270,Xtrackers MSCI Pacific ex Japan UCITS ETF 1D,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=LU2755521270
Xtrackers,LU2928641757,Xtrackers MSCI Taiwan UCITS ETF 1D,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=LU2928641757
Xtrackers,LU3123443510,Xtrackers II Salam USD Global Aggregate Sukuk UCITS ETF 1D,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=LU3123443510
Xtrackers,LU3146950038,Xtrackers Zurich ESG Allocation Equities UCITS ETF 1C,candidate_missing,Present in the current JustETF provider table; absent from the Rebalix export.,https://www.justetf.com/en/etf-profile.html?isin=LU3146950038
